USERID,FULL_NAME,GENDER,RACE,AGE,PROVINCE,CHANNEL2,RECORDDATE2,CONVERTED_DATETIME,SA_TIME,TIME_ONLY,DAY_NAME,MONTH_NAME,DURATION2,AGE_CLASSIFICATION
813929,Stacy� Condie,male,white,36,Eastern Cape,ICC Cricket World Cup 2011,2016/02/24 11:20,2016-02-24 11:20:00.000,2016-02-24 13:20:00.000,11:20:00.000,Wed,Feb,00:02:06.000,Mature Adult
813930,Bess� Jacox,female,black,38,Gauteng,ICC Cricket World Cup 2011,2016/02/24 09:23,2016-02-24 09:23:00.000,2016-02-24 11:23:00.000,09:23:00.000,Wed,Feb,00:02:34.000,Mature Adult
814007,Emerson� Wigfall,male,white,31,Gauteng,ICC Cricket World Cup 2011,2016/02/24 12:58,2016-02-24 12:58:00.000,2016-02-24 14:58:00.000,12:58:00.000,Wed,Feb,00:03:04.000,Adult
814835,Jacinto� Mcculloch,male,white,31,Gauteng,SuperSport Blitz,2016/02/09 15:28,2016-02-09 15:28:00.000,2016-02-09 17:28:00.000,15:28:00.000,Tue,Feb,00:00:00.000,Adult
815235,Brendan� Luthy,male,black,29,Gauteng,Trace TV,2016/01/12 17:46,2016-01-12 17:46:00.000,2016-01-12 19:46:00.000,17:46:00.000,Tue,Jan,00:00:00.000,Adult
815728,Valentine� Marek,male,black,35,Kwazulu Natal,Channel O,2016/02/21 17:14,2016-02-21 17:14:00.000,2016-02-21 19:14:00.000,17:14:00.000,Sun,Feb,00:00:00.000,Mature Adult
816289,Dia� Arrieta,female,black,25,Mpumalanga,CNN,2016/03/09 05:31,2016-03-09 05:31:00.000,2016-03-09 07:31:00.000,05:31:00.000,Wed,Mar,00:00:00.000,Adult
816289,Dia� Arrieta,female,black,25,Mpumalanga,Channel O,2016/03/08 12:48,2016-03-08 12:48:00.000,2016-03-08 14:48:00.000,12:48:00.000,Tue,Mar,00:02:21.000,Adult
816585,Hyman� Hoadley,male,white,18,Gauteng,SuperSport Blitz,2016/02/25 06:41,2016-02-25 06:41:00.000,2016-02-25 08:41:00.000,06:41:00.000,Thu,Feb,00:00:30.000,Young Adult
816585,Hyman� Hoadley,male,white,18,Gauteng,SawSee,2016/02/25 05:09,2016-02-25 05:09:00.000,2016-02-25 07:09:00.000,05:09:00.000,Thu,Feb,00:00:24.000,Young Adult
816585,Hyman� Hoadley,male,white,18,Gauteng,ICC Cricket World Cup 2011,2016/02/25 07:18,2016-02-25 07:18:00.000,2016-02-25 09:18:00.000,07:18:00.000,Thu,Feb,00:01:34.000,Young Adult
816807,None None,None,None,0,None,Channel O,2016/03/09 20:49,2016-03-09 20:49:00.000,2016-03-09 22:49:00.000,20:49:00.000,Wed,Mar,00:03:00.000,Out of Range
817216,Michel� Marek,male,white,31,Kwazulu Natal,M-Net,2016/02/25 21:13,2016-02-25 21:13:00.000,2016-02-25 23:13:00.000,21:13:00.000,Thu,Feb,00:00:00.000,Adult
817216,Michel� Marek,male,white,31,Kwazulu Natal,ICC Cricket World Cup 2011,2016/02/24 15:57,2016-02-24 15:57:00.000,2016-02-24 17:57:00.000,15:57:00.000,Wed,Feb,00:02:56.000,Adult
817317,Garry� Singer,male,coloured,53,Western Cape,Channel O,2016/03/25 13:54,2016-03-25 13:54:00.000,2016-03-25 15:54:00.000,13:54:00.000,Fri,Mar,00:00:21.000,Middle Aged
817317,Garry� Singer,male,coloured,53,Western Cape,Boomerang,2016/02/06 12:43,2016-02-06 12:43:00.000,2016-02-06 14:43:00.000,12:43:00.000,Sat,Feb,00:00:08.000,Middle Aged
817317,Garry� Singer,male,coloured,53,Western Cape,SawSee,2016/03/04 14:06,2016-03-04 14:06:00.000,2016-03-04 16:06:00.000,14:06:00.000,Fri,Mar,00:00:14.000,Middle Aged
817317,Garry� Singer,male,coloured,53,Western Cape,kykNET,2016/02/23 16:11,2016-02-23 16:11:00.000,2016-02-23 18:11:00.000,16:11:00.000,Tue,Feb,00:00:54.000,Middle Aged
817317,Garry� Singer,male,coloured,53,Western Cape,ICC Cricket World Cup 2011,2016/02/23 16:03,2016-02-23 16:03:00.000,2016-02-23 18:03:00.000,16:03:00.000,Tue,Feb,00:01:54.000,Middle Aged
817317,Garry� Singer,male,coloured,53,Western Cape,M-Net,2016/03/04 14:09,2016-03-04 14:09:00.000,2016-03-04 16:09:00.000,14:09:00.000,Fri,Mar,00:00:10.000,Middle Aged
817331,Stefan� Sieren,male,black,16,Gauteng,Channel O,2016/02/25 12:36,2016-02-25 12:36:00.000,2016-02-25 14:36:00.000,12:36:00.000,Thu,Feb,00:16:00.000,Early Teen
817449,Cody� Sieren,male,coloured,33,Western Cape,E! Entertainment,2016/01/09 17:21,2016-01-09 17:21:00.000,2016-01-09 19:21:00.000,17:21:00.000,Sat,Jan,00:01:08.000,Adult
817573,Irving� Restivo,male,black,35,Kwazulu Natal,Trace TV,2016/02/23 15:14,2016-02-23 15:14:00.000,2016-02-23 17:14:00.000,15:14:00.000,Tue,Feb,00:02:03.000,Mature Adult
817992,Loyd� Mastrangelo,male,black,46,Kwazulu Natal,Africa Magic,2016/02/24 11:37,2016-02-24 11:37:00.000,2016-02-24 13:37:00.000,11:37:00.000,Wed,Feb,00:00:34.000,Middle Aged
817992,Loyd� Mastrangelo,male,black,46,Kwazulu Natal,Africa Magic,2016/02/25 13:54,2016-02-25 13:54:00.000,2016-02-25 15:54:00.000,13:54:00.000,Thu,Feb,00:00:18.000,Middle Aged
818125,Stacy� Langenfeld,male,black,25,Gauteng,Vuzu,2016/02/24 03:45,2016-02-24 03:45:00.000,2016-02-24 05:45:00.000,03:45:00.000,Wed,Feb,00:00:24.000,Adult
818280,Len� Singer,male,indian_asian,23,Kwazulu Natal,SuperSport Blitz,2016/02/25 11:05,2016-02-25 11:05:00.000,2016-02-25 13:05:00.000,11:05:00.000,Thu,Feb,00:00:00.000,Young Adult
818280,Len� Singer,male,indian_asian,23,Kwazulu Natal,Cartoon Network,2016/02/25 10:57,2016-02-25 10:57:00.000,2016-02-25 12:57:00.000,10:57:00.000,Thu,Feb,00:00:00.000,Young Adult
818570,Filiberto� Mosser,male,black,29,Kwazulu Natal,Trace TV,2016/03/01 12:47,2016-03-01 12:47:00.000,2016-03-01 14:47:00.000,12:47:00.000,Tue,Mar,00:00:09.000,Adult
818829,Cody� Mccown,male,white,52,North West,Supersport Live Events,2016/01/23 09:46,2016-01-23 09:46:00.000,2016-01-23 11:46:00.000,09:46:00.000,Sat,Jan,00:03:48.000,Middle Aged
818884,Alissa� Woolard,female,white,54,Limpopo,ICC Cricket World Cup 2011,2016/03/06 10:40,2016-03-06 10:40:00.000,2016-03-06 12:40:00.000,10:40:00.000,Sun,Mar,00:00:16.000,Middle Aged
818957,Nakita� Pool,female,white,40,Limpopo,SuperSport Blitz,2016/01/07 17:54,2016-01-07 17:54:00.000,2016-01-07 19:54:00.000,17:54:00.000,Thu,Jan,00:02:08.000,Mature Adult
818973,Royal� Fudge,male,None,22,Western Cape,Supersport Live Events,2016/02/25 06:44,2016-02-25 06:44:00.000,2016-02-25 08:44:00.000,06:44:00.000,Thu,Feb,00:01:50.000,Young Adult
818977,Chas� Woolard,male,white,45,Gauteng,Supersport Live Events,2016/01/15 15:05,2016-01-15 15:05:00.000,2016-01-15 17:05:00.000,15:05:00.000,Fri,Jan,00:01:48.000,Middle Aged
819048,Filiberto� Lavoie,male,None,27,Eastern Cape,Supersport Live Events,2016/03/19 15:11,2016-03-19 15:11:00.000,2016-03-19 17:11:00.000,15:11:00.000,Sat,Mar,00:07:50.000,Adult
819074,Samuel� Martello,male,white,53,Gauteng,ICC Cricket World Cup 2011,2016/02/28 09:03,2016-02-28 09:03:00.000,2016-02-28 11:03:00.000,09:03:00.000,Sun,Feb,00:03:46.000,Middle Aged
819075,Brendan� Bilyeu,male,indian_asian,25,Kwazulu Natal,Supersport Live Events,2016/02/25 06:50,2016-02-25 06:50:00.000,2016-02-25 08:50:00.000,06:50:00.000,Thu,Feb,00:00:20.000,Adult
819098,Dion� Gettys,male,white,47,Gauteng,ICC Cricket World Cup 2011,2016/03/20 14:07,2016-03-20 14:07:00.000,2016-03-20 16:07:00.000,14:07:00.000,Sun,Mar,00:08:52.000,Middle Aged
819123,Hugh Mosser,male,None,51,Eastern Cape,ICC Cricket World Cup 2011,2016/03/03 07:39,2016-03-03 07:39:00.000,2016-03-03 09:39:00.000,07:39:00.000,Thu,Mar,00:00:00.000,Middle Aged
819202,Eli� Pascarella,male,None,48,Gauteng,Supersport Live Events,2016/01/21 18:08,2016-01-21 18:08:00.000,2016-01-21 20:08:00.000,18:08:00.000,Thu,Jan,00:52:46.000,Middle Aged
819202,Eli� Pascarella,male,None,48,Gauteng,Supersport Live Events,2016/01/23 15:29,2016-01-23 15:29:00.000,2016-01-23 17:29:00.000,15:29:00.000,Sat,Jan,00:59:40.000,Middle Aged
819248,None None,None,None,0,None,Channel O,2016/03/31 10:01,2016-03-31 10:01:00.000,2016-03-31 12:01:00.000,10:01:00.000,Thu,Mar,00:04:45.000,Out of Range
819259,Dia� Arrieta,female,white,10,Western Cape,Supersport Live Events,2016/02/26 15:53,2016-02-26 15:53:00.000,2016-02-26 17:53:00.000,15:53:00.000,Fri,Feb,00:01:44.000,Out of Range
819332,Carter� Sytsma,male,white,62,Gauteng,Boomerang,2016/03/06 20:44,2016-03-06 20:44:00.000,2016-03-06 22:44:00.000,20:44:00.000,Sun,Mar,00:00:58.000,Out of Range
819358,Valentine� Borelli,male,white,39,Western Cape,ICC Cricket World Cup 2011,2016/03/02 11:59,2016-03-02 11:59:00.000,2016-03-02 13:59:00.000,11:59:00.000,Wed,Mar,00:05:12.000,Mature Adult
819358,Valentine� Borelli,male,white,39,Western Cape,Supersport Live Events,2016/03/19 16:24,2016-03-19 16:24:00.000,2016-03-19 18:24:00.000,16:24:00.000,Sat,Mar,00:03:20.000,Mature Adult
819358,Valentine� Borelli,male,white,39,Western Cape,Trace TV,2016/02/26 20:38,2016-02-26 20:38:00.000,2016-02-26 22:38:00.000,20:38:00.000,Fri,Feb,00:00:45.000,Mature Adult
819402,None None,None,None,0,None,Supersport Live Events,2016/03/06 13:26,2016-03-06 13:26:00.000,2016-03-06 15:26:00.000,13:26:00.000,Sun,Mar,00:01:12.000,Out of Range
819426,None None,None,None,0,None,SuperSport Blitz,2016/03/16 21:43,2016-03-16 21:43:00.000,2016-03-16 23:43:00.000,21:43:00.000,Wed,Mar,00:00:14.000,Out of Range
819466,Kyle� Styer,male,None,23,Eastern Cape,ICC Cricket World Cup 2011,2016/03/02 08:40,2016-03-02 08:40:00.000,2016-03-02 10:40:00.000,08:40:00.000,Wed,Mar,00:01:26.000,Young Adult
819507,Katharina� Condie,female,indian_asian,28,Gauteng,Supersport Live Events,2016/03/24 11:20,2016-03-24 11:20:00.000,2016-03-24 13:20:00.000,11:20:00.000,Thu,Mar,00:02:30.000,Adult
819507,Katharina� Condie,female,indian_asian,28,Gauteng,SuperSport Blitz,2016/03/12 17:16,2016-03-12 17:16:00.000,2016-03-12 19:16:00.000,17:16:00.000,Sat,Mar,00:00:00.000,Adult
819524,Garry� Lavoie,male,coloured,40,Western Cape,SuperSport Blitz,2016/03/06 13:01,2016-03-06 13:01:00.000,2016-03-06 15:01:00.000,13:01:00.000,Sun,Mar,00:00:22.000,Mature Adult
819524,Garry� Lavoie,male,coloured,40,Western Cape,ICC Cricket World Cup 2011,2016/03/20 09:02,2016-03-20 09:02:00.000,2016-03-20 11:02:00.000,09:02:00.000,Sun,Mar,00:00:04.000,Mature Adult
819528,Earl� Mccollum,male,black,17,Gauteng,Channel O,2016/02/26 12:27,2016-02-26 12:27:00.000,2016-02-26 14:27:00.000,12:27:00.000,Fri,Feb,00:05:03.000,Early Teen
819528,Earl� Mccollum,male,black,17,Gauteng,Boomerang,2016/03/01 14:19,2016-03-01 14:19:00.000,2016-03-01 16:19:00.000,14:19:00.000,Tue,Mar,00:00:00.000,Early Teen
819539,None None,None,None,0,None,Break in transmission,2016/03/01 19:44,2016-03-01 19:44:00.000,2016-03-01 21:44:00.000,19:44:00.000,Tue,Mar,00:00:00.000,Out of Range
819539,None None,None,None,0,None,Supersport Live Events,2016/03/06 14:27,2016-03-06 14:27:00.000,2016-03-06 16:27:00.000,14:27:00.000,Sun,Mar,00:00:12.000,Out of Range
819539,None None,None,None,0,None,SuperSport Blitz,2016/03/02 15:23,2016-03-02 15:23:00.000,2016-03-02 17:23:00.000,15:23:00.000,Wed,Mar,00:00:00.000,Out of Range
819539,None None,None,None,0,None,Africa Magic,2016/02/28 20:09,2016-02-28 20:09:00.000,2016-02-28 22:09:00.000,20:09:00.000,Sun,Feb,00:00:00.000,Out of Range
819562,Haywood� Restivo,male,coloured,33,Western Cape,Cartoon Network,2016/02/28 17:33,2016-02-28 17:33:00.000,2016-02-28 19:33:00.000,17:33:00.000,Sun,Feb,00:00:39.000,Adult
819562,Haywood� Restivo,male,coloured,33,Western Cape,kykNET,2016/02/28 17:46,2016-02-28 17:46:00.000,2016-02-28 19:46:00.000,17:46:00.000,Sun,Feb,00:02:15.000,Adult
819583,Robby� Deblois,male,black,20,Gauteng,Boomerang,2016/02/26 19:44,2016-02-26 19:44:00.000,2016-02-26 21:44:00.000,19:44:00.000,Fri,Feb,00:02:08.000,Young Adult
819588,Michel� Lavoie,male,white,35,Gauteng,SawSee,2016/03/15 16:17,2016-03-15 16:17:00.000,2016-03-15 18:17:00.000,16:17:00.000,Tue,Mar,00:00:15.000,Mature Adult
819588,Michel� Lavoie,male,white,35,Gauteng,Boomerang,2016/03/16 11:22,2016-03-16 11:22:00.000,2016-03-16 13:22:00.000,11:22:00.000,Wed,Mar,00:01:54.000,Mature Adult
819641,None None,None,None,0,None,SuperSport Blitz,2016/03/07 14:53,2016-03-07 14:53:00.000,2016-03-07 16:53:00.000,14:53:00.000,Mon,Mar,00:06:30.000,Out of Range
819656,Bret� Roquemore,male,black,45,Western Cape,Africa Magic,2016/02/26 18:39,2016-02-26 18:39:00.000,2016-02-26 20:39:00.000,18:39:00.000,Fri,Feb,00:01:05.000,Middle Aged
819683,Samuel� Paradis,male,coloured,55,Kwazulu Natal,Boomerang,2016/03/30 14:58,2016-03-30 14:58:00.000,2016-03-30 16:58:00.000,14:58:00.000,Wed,Mar,00:00:09.000,Middle Aged
819683,Samuel� Paradis,male,coloured,55,Kwazulu Natal,SuperSport Blitz,2016/03/15 17:43,2016-03-15 17:43:00.000,2016-03-15 19:43:00.000,17:43:00.000,Tue,Mar,01:20:54.000,Middle Aged
819683,Samuel� Paradis,male,coloured,55,Kwazulu Natal,CNN,2016/03/09 01:35,2016-03-09 01:35:00.000,2016-03-09 03:35:00.000,01:35:00.000,Wed,Mar,00:24:40.000,Middle Aged
819746,Lane� Mcculloch,male,black,38,Gauteng,CNN,2016/03/10 14:18,2016-03-10 14:18:00.000,2016-03-10 16:18:00.000,14:18:00.000,Thu,Mar,00:41:35.000,Mature Adult
819763,None None,None,None,0,None,E! Entertainment,2016/03/30 08:28,2016-03-30 08:28:00.000,2016-03-30 10:28:00.000,08:28:00.000,Wed,Mar,00:06:38.000,Out of Range
819771,Jacinto� Mastrangelo,male,black,37,Gauteng,E! Entertainment,2016/02/27 05:30,2016-02-27 05:30:00.000,2016-02-27 07:30:00.000,05:30:00.000,Sat,Feb,00:03:22.000,Mature Adult
819774,Loyd� Woolard,male,indian_asian,25,Gauteng,ICC Cricket World Cup 2011,2016/02/26 14:41,2016-02-26 14:41:00.000,2016-02-26 16:41:00.000,14:41:00.000,Fri,Feb,00:46:06.000,Adult
819774,Loyd� Woolard,male,indian_asian,25,Gauteng,SuperSport Blitz,2016/03/02 08:15,2016-03-02 08:15:00.000,2016-03-02 10:15:00.000,08:15:00.000,Wed,Mar,00:01:48.000,Adult
819774,Loyd� Woolard,male,indian_asian,25,Gauteng,ICC Cricket World Cup 2011,2016/03/30 09:06,2016-03-30 09:06:00.000,2016-03-30 11:06:00.000,09:06:00.000,Wed,Mar,00:03:40.000,Adult
819774,Loyd� Woolard,male,indian_asian,25,Gauteng,ICC Cricket World Cup 2011,2016/03/01 09:53,2016-03-01 09:53:00.000,2016-03-01 11:53:00.000,09:53:00.000,Tue,Mar,00:03:46.000,Adult
819799,Lane� Slane,male,indian_asian,34,Eastern Cape,SawSee,2016/02/27 21:07,2016-02-27 21:07:00.000,2016-02-27 23:07:00.000,21:07:00.000,Sat,Feb,00:02:04.000,Adult
819799,Lane� Slane,male,indian_asian,34,Eastern Cape,Cartoon Network,2016/03/01 11:02,2016-03-01 11:02:00.000,2016-03-01 13:02:00.000,11:02:00.000,Tue,Mar,00:23:28.000,Adult
819799,Lane� Slane,male,indian_asian,34,Eastern Cape,SuperSport Blitz,2016/02/26 18:08,2016-02-26 18:08:00.000,2016-02-26 20:08:00.000,18:08:00.000,Fri,Feb,00:01:28.000,Adult
819850,None None,None,None,0,None,Channel O,2016/03/06 17:46,2016-03-06 17:46:00.000,2016-03-06 19:46:00.000,17:46:00.000,Sun,Mar,00:00:36.000,Out of Range
819867,Kip� Deblois,male,indian_asian,44,Limpopo,Cartoon Network,2016/03/01 05:35,2016-03-01 05:35:00.000,2016-03-01 07:35:00.000,05:35:00.000,Tue,Mar,00:00:35.000,Mature Adult
819867,Kip� Deblois,male,indian_asian,44,Limpopo,ICC Cricket World Cup 2011,2016/03/14 13:46,2016-03-14 13:46:00.000,2016-03-14 15:46:00.000,13:46:00.000,Mon,Mar,00:04:40.000,Mature Adult
819869,Lloyd� Roquemore,male,coloured,46,Eastern Cape,ICC Cricket World Cup 2011,2016/03/19 16:18,2016-03-19 16:18:00.000,2016-03-19 18:18:00.000,16:18:00.000,Sat,Mar,00:04:48.000,Middle Aged
819871,Valentine� Sieren,male,black,29,Mpumalanga,Africa Magic,2016/02/28 11:13,2016-02-28 11:13:00.000,2016-02-28 13:13:00.000,11:13:00.000,Sun,Feb,00:02:20.000,Adult
819902,Claud� Pascarella,male,black,30,North West,Africa Magic,2016/02/28 13:13,2016-02-28 13:13:00.000,2016-02-28 15:13:00.000,13:13:00.000,Sun,Feb,00:01:20.000,Adult
819902,Claud� Pascarella,male,black,30,North West,Channel O,2016/02/27 02:57,2016-02-27 02:57:00.000,2016-02-27 04:57:00.000,02:57:00.000,Sat,Feb,00:02:06.000,Adult
819936,None None,None,None,0,None,Cartoon Network,2016/03/20 16:17,2016-03-20 16:17:00.000,2016-03-20 18:17:00.000,16:17:00.000,Sun,Mar,00:01:12.000,Out of Range
819949,Emerson� Martello,male,indian_asian,25,Eastern Cape,ICC Cricket World Cup 2011,2016/03/23 09:59,2016-03-23 09:59:00.000,2016-03-23 11:59:00.000,09:59:00.000,Wed,Mar,02:45:12.000,Adult
819949,Emerson� Martello,male,indian_asian,25,Eastern Cape,Boomerang,2016/02/28 17:54,2016-02-28 17:54:00.000,2016-02-28 19:54:00.000,17:54:00.000,Sun,Feb,00:00:00.000,Adult
819953,Cody� Woolard,male,None,34,Limpopo,Supersport Live Events,2016/03/03 15:16,2016-03-03 15:16:00.000,2016-03-03 17:16:00.000,15:16:00.000,Thu,Mar,00:00:10.000,Adult
819953,Cody� Woolard,male,None,34,Limpopo,Africa Magic,2016/03/12 17:53,2016-03-12 17:53:00.000,2016-03-12 19:53:00.000,17:53:00.000,Sat,Mar,00:00:01.000,Adult
819973,Randy� Wigfall,male,white,28,Kwazulu Natal,SuperSport Blitz,2016/03/04 14:52,2016-03-04 14:52:00.000,2016-03-04 16:52:00.000,14:52:00.000,Fri,Mar,00:00:24.000,Adult
819973,Randy� Wigfall,male,white,28,Kwazulu Natal,ICC Cricket World Cup 2011,2016/02/27 10:37,2016-02-27 10:37:00.000,2016-02-27 12:37:00.000,10:37:00.000,Sat,Feb,00:04:32.000,Adult
819998,Stacy� Holt,male,black,22,Mpumalanga,SuperSport Blitz,2016/02/28 07:34,2016-02-28 07:34:00.000,2016-02-28 09:34:00.000,07:34:00.000,Sun,Feb,00:00:06.000,Young Adult
819998,Stacy� Holt,male,black,22,Mpumalanga,Channel O,2016/03/01 09:49,2016-03-01 09:49:00.000,2016-03-01 11:49:00.000,09:49:00.000,Tue,Mar,00:08:18.000,Young Adult
819998,Stacy� Holt,male,black,22,Mpumalanga,Channel O,2016/03/01 07:26,2016-03-01 07:26:00.000,2016-03-01 09:26:00.000,07:26:00.000,Tue,Mar,00:05:24.000,Young Adult
819998,Stacy� Holt,male,black,22,Mpumalanga,Channel O,2016/03/02 14:38,2016-03-02 14:38:00.000,2016-03-02 16:38:00.000,14:38:00.000,Wed,Mar,00:08:54.000,Young Adult
819998,Stacy� Holt,male,black,22,Mpumalanga,Africa Magic,2016/02/28 20:48,2016-02-28 20:48:00.000,2016-02-28 22:48:00.000,20:48:00.000,Sun,Feb,00:06:07.000,Young Adult
820011,None None,None,None,0,None,Cartoon Network,2016/03/10 02:26,2016-03-10 02:26:00.000,2016-03-10 04:26:00.000,02:26:00.000,Thu,Mar,00:05:58.000,Out of Range
820014,Cory� Arrieta,male,indian_asian,32,Limpopo,ICC Cricket World Cup 2011,2016/03/20 08:35,2016-03-20 08:35:00.000,2016-03-20 10:35:00.000,08:35:00.000,Sun,Mar,00:01:14.000,Adult
820014,Cory� Arrieta,male,indian_asian,32,Limpopo,ICC Cricket World Cup 2011,2016/03/30 08:03,2016-03-30 08:03:00.000,2016-03-30 10:03:00.000,08:03:00.000,Wed,Mar,00:01:18.000,Adult
820014,Cory� Arrieta,male,indian_asian,32,Limpopo,ICC Cricket World Cup 2011,2016/03/09 11:51,2016-03-09 11:51:00.000,2016-03-09 13:51:00.000,11:51:00.000,Wed,Mar,03:01:14.000,Adult
820014,Cory� Arrieta,male,indian_asian,32,Limpopo,ICC Cricket World Cup 2011,2016/03/20 09:36,2016-03-20 09:36:00.000,2016-03-20 11:36:00.000,09:36:00.000,Sun,Mar,00:04:08.000,Adult
820048,Samuel� Borelli,male,white,37,Mpumalanga,Cartoon Network,2016/03/06 13:23,2016-03-06 13:23:00.000,2016-03-06 15:23:00.000,13:23:00.000,Sun,Mar,00:01:32.000,Mature Adult
820048,Samuel� Borelli,male,white,37,Mpumalanga,E! Entertainment,2016/02/28 17:41,2016-02-28 17:41:00.000,2016-02-28 19:41:00.000,17:41:00.000,Sun,Feb,00:01:14.000,Mature Adult
820061,Jacinto� Pool,male,white,31,Gauteng,Supersport Live Events,2016/03/24 15:27,2016-03-24 15:27:00.000,2016-03-24 17:27:00.000,15:27:00.000,Thu,Mar,00:03:32.000,Adult
820061,Jacinto� Pool,male,white,31,Gauteng,Supersport Live Events,2016/03/04 06:51,2016-03-04 06:51:00.000,2016-03-04 08:51:00.000,06:51:00.000,Fri,Mar,00:01:30.000,Adult
820061,Jacinto� Pool,male,white,31,Gauteng,Supersport Live Events,2016/03/25 09:54,2016-03-25 09:54:00.000,2016-03-25 11:54:00.000,09:54:00.000,Fri,Mar,00:01:20.000,Adult
820061,Jacinto� Pool,male,white,31,Gauteng,Supersport Live Events,2016/03/03 15:37,2016-03-03 15:37:00.000,2016-03-03 17:37:00.000,15:37:00.000,Thu,Mar,00:01:24.000,Adult
820067,Abel� Creager,male,coloured,54,Free State,Supersport Live Events,2016/02/26 17:58,2016-02-26 17:58:00.000,2016-02-26 19:58:00.000,17:58:00.000,Fri,Feb,00:13:44.000,Middle Aged
820067,Abel� Creager,male,coloured,54,Free State,SuperSport Blitz,2016/03/19 09:45,2016-03-19 09:45:00.000,2016-03-19 11:45:00.000,09:45:00.000,Sat,Mar,00:00:06.000,Middle Aged
820077,Filiberto� Beville,male,coloured,40,Western Cape,SawSee,2016/03/13 18:54,2016-03-13 18:54:00.000,2016-03-13 20:54:00.000,18:54:00.000,Sun,Mar,00:05:59.000,Mature Adult
820077,Filiberto� Beville,male,coloured,40,Western Cape,ICC Cricket World Cup 2011,2016/02/28 13:10,2016-02-28 13:10:00.000,2016-02-28 15:10:00.000,13:10:00.000,Sun,Feb,00:20:16.000,Mature Adult
820077,Filiberto� Beville,male,coloured,40,Western Cape,Trace TV,2016/02/28 18:25,2016-02-28 18:25:00.000,2016-02-28 20:25:00.000,18:25:00.000,Sun,Feb,00:08:09.000,Mature Adult
820077,Filiberto� Beville,male,coloured,40,Western Cape,Cartoon Network,2016/03/21 22:26,2016-03-21 22:26:00.000,2016-03-22 00:26:00.000,22:26:00.000,Mon,Mar,00:34:06.000,Mature Adult
820093,Shane� Marek,male,white,26,Western Cape,SawSee,2016/02/26 22:15,2016-02-26 22:15:00.000,2016-02-27 00:15:00.000,22:15:00.000,Fri,Feb,00:00:06.000,Adult
820093,Shane� Marek,male,white,26,Western Cape,Trace TV,2016/02/27 07:41,2016-02-27 07:41:00.000,2016-02-27 09:41:00.000,07:41:00.000,Sat,Feb,00:00:18.000,Adult
820093,Shane� Marek,male,white,26,Western Cape,Cartoon Network,2016/02/27 08:11,2016-02-27 08:11:00.000,2016-02-27 10:11:00.000,08:11:00.000,Sat,Feb,00:00:05.000,Adult
820119,Kip� Hier,male,indian_asian,25,Limpopo,Supersport Live Events,2016/03/24 09:23,2016-03-24 09:23:00.000,2016-03-24 11:23:00.000,09:23:00.000,Thu,Mar,00:08:10.000,Adult
820119,Kip� Hier,male,indian_asian,25,Limpopo,Trace TV,2016/03/24 06:33,2016-03-24 06:33:00.000,2016-03-24 08:33:00.000,06:33:00.000,Thu,Mar,00:00:12.000,Adult
820300,Robby� Slane,male,white,66,Gauteng,ICC Cricket World Cup 2011,2016/03/30 14:43,2016-03-30 14:43:00.000,2016-03-30 16:43:00.000,14:43:00.000,Wed,Mar,00:04:08.000,Out of Range
820300,Robby� Slane,male,white,66,Gauteng,Supersport Live Events,2016/03/11 16:59,2016-03-11 16:59:00.000,2016-03-11 18:59:00.000,16:59:00.000,Fri,Mar,00:02:26.000,Out of Range
820300,Robby� Slane,male,white,66,Gauteng,Supersport Live Events,2016/03/19 16:49,2016-03-19 16:49:00.000,2016-03-19 18:49:00.000,16:49:00.000,Sat,Mar,00:01:12.000,Out of Range
820300,Robby� Slane,male,white,66,Gauteng,Supersport Live Events,2016/03/19 18:00,2016-03-19 18:00:00.000,2016-03-19 20:00:00.000,18:00:00.000,Sat,Mar,00:01:58.000,Out of Range
820310,Donald� Martello,male,white,29,Gauteng,Supersport Live Events,2016/03/06 12:59,2016-03-06 12:59:00.000,2016-03-06 14:59:00.000,12:59:00.000,Sun,Mar,00:00:18.000,Adult
820321,Haywood� Singer,male,indian_asian,26,Kwazulu Natal,Cartoon Network,2016/01/09 08:25,2016-01-09 08:25:00.000,2016-01-09 10:25:00.000,08:25:00.000,Sat,Jan,00:00:40.000,Adult
820335,Shane� Roquemore,male,indian_asian,17,Gauteng,ICC Cricket World Cup 2011,2016/03/12 09:48,2016-03-12 09:48:00.000,2016-03-12 11:48:00.000,09:48:00.000,Sat,Mar,00:01:52.000,Early Teen
820335,Shane� Roquemore,male,indian_asian,17,Gauteng,ICC Cricket World Cup 2011,2016/03/09 13:14,2016-03-09 13:14:00.000,2016-03-09 15:14:00.000,13:14:00.000,Wed,Mar,00:27:16.000,Early Teen
820335,Shane� Roquemore,male,indian_asian,17,Gauteng,Cartoon Network,2016/03/19 05:10,2016-03-19 05:10:00.000,2016-03-19 07:10:00.000,05:10:00.000,Sat,Mar,00:00:06.000,Early Teen
820335,Shane� Roquemore,male,indian_asian,17,Gauteng,ICC Cricket World Cup 2011,2016/03/12 09:38,2016-03-12 09:38:00.000,2016-03-12 11:38:00.000,09:38:00.000,Sat,Mar,00:00:38.000,Early Teen
820335,Shane� Roquemore,male,indian_asian,17,Gauteng,ICC Cricket World Cup 2011,2016/03/08 09:19,2016-03-08 09:19:00.000,2016-03-08 11:19:00.000,09:19:00.000,Tue,Mar,00:22:56.000,Early Teen
